Economy,Economy Code,ISO Code,Region,Income Group,Report Year,ASSETS SCORE,Do men and women have equal ownership rights to immovable property?,Score,Legal Basis,Do sons and daughters have equal rights to inherit assets from their parents?,Score,Legal Basis,Do male and female surviving spouses have equal rights to inherit assets?,Score,Legal Basis,Does the law grant spouses equal administrative authority over assets during marriage?,Score,Legal Basis,Does the law provide for the valuation of nonmonetary contributions?,Score,Legal Basis
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2020,100,Yes,1,"Código de Familia, Arts. 70, 70-D y 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Art. 68-70 y 70-D",Yes,1,"Código de Familia, Arts. 68, 70 y 70-C"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2021,100,Yes,1,"Código de Familia, Arts. 70, 70-D y 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Art. 68-70 y 70-D",Yes,1,"Código de Familia, Arts. 68, 70 y 70-C"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2022,100,Yes,1,"Código de Familia, Arts. 70, 70-D y 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Art. 68-70 y 70-D",Yes,1,"Código de Familia, Arts. 68, 70 y 70-C"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2023,100,Yes,1,"Código de Familia, Arts. 70, 70-D y 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Art. 68-70 y 70-D",Yes,1,"Código de Familia, Arts. 68, 70 y 70-C"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1971,100,Yes,1,"Married Women's Property Ordinance, Ch. 183",Yes,1,Administration of Estates Act 1925,Yes,1,Administration of Estates Act 1925,Yes,1,No restrictions could be located,Yes,1,No applicable provisions could be located
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1972,100,Yes,1,"Married Women's Property Ordinance, Ch. 183",Yes,1,Administration of Estates Act 1925,Yes,1,Administration of Estates Act 1925,Yes,1,No restrictions could be located,Yes,1,No applicable provisions could be located
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1973,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1974,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1975,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1976,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1977,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1978,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1979,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1980,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1981,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1982,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1983,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1984,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1985,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1986,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1987,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1988,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1989,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1990,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1991,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1992,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1993,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1994,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1995,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1996,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1997,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1998,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1999,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2000,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2001,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2002,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2003,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2004,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2005,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2006,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2007,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2008,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2009,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2010,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2011,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2012,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2013,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2014,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2015,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2016,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2017,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2018,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2019,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2020,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2021,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2022,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2023,100,Yes,1,"Married Persons Status Ordinance, Secs. 3 and 4",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 5",Yes,1,"Intestates’ Estates Ordinance of 1971, Sec. 4",Yes,1,"Married Persons Status Ordinance, Sec. 4",Yes,1,"Matrimonial Proceedings and Property Ordinance, Sec. 7(1)(f)"
Hungary,HUN,HUN,High income: OECD,High income,1971,100,Yes,1,"Act on Marriage, Family, and Guardianship of 1952, Sec. 30(1)",Yes,1,"Civil Code of 1959, Sec. 607(1)",Yes,1,"Civil Code of 1959, Sec. 607(4)",Yes,1,"Act on Marriage, Family, and Guardianship of 1952, Secs. 29 (2) and 30 (1)",Yes,1,"Act on Marriage, Family, and Guardianship of 1952, Sec. 27"
Hungary,HUN,HUN,High income: OECD,High income,1972,100,Yes,1,"Act on Marriage, Family, and Guardianship of 1952, Sec. 30(1)",Yes,1,"Civil Code of 1959, Sec. 607(1)",Yes,1,"Civil Code of 1959, Sec. 607(4)",Yes,1,"Act on Marriage, Family, and Guardianship of 1952, Secs. 29 (2) and 30 (1)",Yes,1,"Act on Marriage, Family, and Guardianship of 1952, Sec. 27"
